Area,Bedrooms,Bathrooms,Stories,Parking,Age,Locality Rating,Price,City_Chennai,City_Delhi,City_Hyderabad,City_Kolkata,City_Mumbai,City_Pune,Furnishing_Semi-Furnished,Furnishing_Unfurnished,Main Road_Yes,Guest Room_Yes,Basement_Yes,Water Supply_Both,Water Supply_Corporation,Air Conditioning_Yes,Preferred Tenant_Company,Preferred Tenant_Family
5939,2,3,3,2,18,4,1298275,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0
1845,5,1,3,1,42,4,1375633,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4599,2,1,3,1,14,4,1030834,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1
4323,1,1,1,1,5,7,1018926,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
653,5,3,2,0,8,1,1370120,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
3583,2,2,3,1,36,8,1197279,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1
2957,3,1,1,1,19,10,1225183,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1
5992,1,1,1,0,33,9,1266718,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
498,1,3,2,2,37,10,1036030,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2600,1,2,3,1,25,6,1249053,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
3361,3,3,1,1,17,4,999887,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
5373,3,1,2,2,27,6,1400494,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0
4833,4,2,3,2,8,10,1482256,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0
4177,2,2,2,0,31,7,757293,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3269,4,1,2,1,5,6,1239949,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1
3634,2,2,1,1,13,1,955201,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
4191,3,2,1,0,27,5,913453,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
1356,3,3,1,2,23,8,1363931,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
4467,4,1,2,0,12,8,1388022,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1
560,5,1,1,2,42,10,1169450,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4893,4,1,2,0,11,9,1303500,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
1700,2,1,2,2,18,4,792272,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
5311,4,1,1,0,20,10,1103288,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
4387,1,2,3,2,26,6,1024119,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0
1927,2,3,3,2,18,7,1176667,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
5911,2,1,3,2,23,5,1240581,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1
5654,5,3,2,2,25,8,1816434,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0
1618,3,3,2,2,44,3,1306021,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1
4896,2,2,2,1,27,8,1206150,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
5135,3,1,1,2,45,5,1079287,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0
3504,4,2,2,1,17,1,1596676,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1
3135,1,1,1,2,43,6,842658,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
4955,5,2,1,1,35,2,1309320,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
1354,3,3,3,1,41,7,1107363,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1
4965,2,1,3,0,28,9,983635,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1
3846,3,3,3,2,16,3,1658856,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0
1445,2,3,1,0,3,10,1197855,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
2093,3,2,1,0,43,4,1001131,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0
3836,2,1,1,2,44,4,829712,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1
962,4,3,2,0,28,4,1269531,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0
2885,2,2,1,2,3,3,1162213,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3754,2,1,3,0,9,5,1324161,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1
625,1,1,3,2,24,9,1171749,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0
5293,2,3,1,2,30,8,1143157,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0
1359,1,1,1,2,2,10,845508,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
4948,5,3,3,1,46,2,1698017,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3467,1,1,1,0,1,9,657353,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1215,4,2,3,1,24,10,1198708,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0
5154,1,3,2,0,48,2,1170463,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5042,5,3,3,0,5,7,2016426,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1
5711,4,1,2,0,25,5,1152872,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3520,3,1,1,1,7,7,1119953,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
416,3,3,1,0,34,5,1098255,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0
1643,1,1,2,1,26,6,1006731,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1
2605,1,2,1,2,24,8,935121,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0
2924,5,1,2,0,17,1,1116717,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1469,5,2,1,0,0,1,1434714,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
3844,2,2,3,2,47,5,1297439,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1
2965,5,2,1,2,38,1,1333562,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
1460,2,2,3,0,2,3,887321,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1
2727,4,2,3,2,3,10,1996865,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
3820,1,1,2,1,40,9,871159,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
701,4,2,1,1,36,7,939756,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
4676,5,1,2,0,14,6,1162186,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1006,4,2,1,1,7,8,1158875,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
3570,4,3,3,1,37,8,1731699,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
1099,4,2,3,0,49,6,1212065,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0
5488,5,3,1,2,18,4,2109429,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0
1539,4,2,1,0,46,4,1179641,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0
590,2,2,2,1,25,4,957868,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0
2700,5,2,1,0,38,6,1170421,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1
1380,4,3,1,0,9,1,1222188,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
3375,5,3,1,1,37,2,1374757,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1
1584,3,2,2,1,13,6,1368209,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3727,2,1,1,0,48,1,720430,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
3794,4,2,3,1,40,9,1552697,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
527,3,3,2,1,18,6,1109542,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2465,3,2,2,1,29,7,1103746,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2216,5,3,3,1,4,1,1396371,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
969,3,3,3,1,30,8,1415619,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1
5842,2,3,3,1,6,5,1286457,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2295,2,2,1,2,18,5,1051953,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0
3133,1,3,3,0,30,6,1045735,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0
4263,2,3,1,1,38,7,1065687,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
5121,3,2,2,0,23,7,1571134,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
4414,2,3,2,2,33,5,1327841,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
3301,5,2,3,1,22,1,1724148,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2086,1,3,1,0,47,9,681888,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3409,3,1,3,1,44,6,1273946,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
554,1,1,3,1,39,9,848372,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0
2937,3,3,1,1,5,4,1351865,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
1809,5,1,3,1,37,2,1270647,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
4457,1,2,2,1,40,3,874160,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1
1184,4,1,3,1,35,4,1436811,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
3575,3,3,1,1,26,10,1217348,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0
4741,4,3,1,2,10,8,1587437,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
5996,1,2,2,2,4,3,978416,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
3206,4,3,1,1,16,8,1285262,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
937,4,2,1,1,6,6,1047883,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
2241,1,1,2,2,26,4,936082,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1
5416,5,1,3,2,46,7,1603638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2855,4,2,2,2,14,5,1832497,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
924,4,2,3,1,45,5,1353060,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0
3350,5,3,2,0,12,9,1851200,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4531,4,1,3,0,10,3,1199908,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
5180,4,2,2,0,44,10,1446737,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1
4515,4,1,3,0,25,4,1534303,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0
2768,2,2,2,1,21,5,1180132,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
4247,5,1,3,0,27,1,1397911,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0
4895,4,3,2,2,23,7,1519785,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3101,5,1,1,2,28,8,1370170,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0
1371,3,1,3,0,8,6,781904,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1566,3,1,2,2,41,9,1182855,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
5611,4,1,3,1,3,3,1786400,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
5329,5,1,3,0,48,2,1643431,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0
3174,5,3,2,0,45,5,1496261,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2382,5,2,3,1,17,9,1450111,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
1253,2,1,2,2,42,1,1037428,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
4546,3,3,1,1,15,1,1287733,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0
4136,5,1,3,1,32,10,1975902,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0
4169,5,1,1,2,28,3,1451445,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
974,2,2,3,1,38,10,1206603,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1
3661,2,1,3,2,9,3,1098828,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
1548,5,3,3,2,8,5,1661499,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1
2115,1,3,2,1,30,4,749660,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1
5177,5,2,1,2,27,6,1716533,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1
5333,5,1,3,1,2,8,1775155,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0
4254,2,3,2,2,13,8,1693500,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0
5573,2,1,3,0,24,4,1029113,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
2891,5,1,2,2,14,1,1592406,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
3060,5,1,3,2,1,7,1572899,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
3524,5,2,1,1,23,6,1385878,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
3451,2,1,1,2,13,5,939183,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0
404,5,3,3,0,47,4,1161788,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
5622,5,1,2,0,6,6,1681012,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1
5715,4,3,3,2,35,8,1610379,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
5269,1,1,2,2,49,6,1155148,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0
1276,3,3,3,0,23,3,1400505,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0
1391,1,3,2,1,26,9,1012607,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0
4542,4,1,1,0,36,3,1090687,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1
4764,3,1,3,0,37,4,1232833,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
4865,5,3,1,2,29,5,1810997,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
1035,4,2,1,2,26,2,1314501,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
5625,5,1,3,0,38,10,1297676,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
2093,2,2,3,1,14,10,1256852,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1
2082,4,1,2,0,25,2,1157517,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
5152,2,1,2,0,0,6,909019,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
519,4,1,1,1,3,2,953873,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1230,4,1,2,0,28,10,1255965,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
4075,2,2,2,0,0,1,1012698,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5577,3,1,3,2,42,8,1319926,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0
1769,1,3,2,1,49,10,1543752,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1
1140,5,3,1,2,45,10,1560826,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1
516,4,2,2,2,21,1,1356214,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
3238,5,1,1,1,10,10,1204591,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1
1550,2,3,3,1,9,6,1168605,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
2331,5,2,1,0,16,1,1181227,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
1412,2,1,2,2,35,8,748941,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0
2064,5,3,3,1,46,5,1444301,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0
1481,1,3,2,2,25,3,1160598,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
5129,1,2,3,2,47,5,1598842,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
912,1,1,3,1,20,1,909794,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0
3249,1,1,2,0,12,1,872402,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
5615,1,3,2,2,8,4,1331536,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
5637,1,3,3,1,10,9,1420238,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1
959,2,3,3,0,10,9,1486186,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
4072,4,1,2,2,5,1,1516236,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
4983,5,2,1,1,0,3,1724144,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
5392,1,2,2,2,5,4,956065,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
3743,2,1,3,1,12,2,1016536,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
5708,2,2,2,1,21,7,1192608,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
4470,2,3,1,2,30,3,1064248,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0
5199,4,2,2,2,21,1,1368618,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1870,5,2,3,1,36,1,1571286,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0
980,4,2,2,0,46,3,1320221,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1
2694,3,3,3,2,26,6,1835520,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0
3547,2,1,3,1,49,4,969903,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1
4649,3,3,2,1,13,1,1054835,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
2079,1,1,3,0,46,7,949475,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1
3906,1,1,3,0,4,2,1060931,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
5492,4,1,1,0,35,5,1265473,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
3144,5,2,1,2,31,8,1595167,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
3756,3,2,1,1,33,7,1260221,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1
4445,5,1,1,1,6,8,1336416,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1
1643,4,1,3,1,41,10,1288118,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1
5588,1,2,2,0,47,6,806265,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
3518,5,3,3,1,9,7,1505330,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0
5504,5,1,3,2,49,9,1389962,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
2541,1,3,3,0,16,6,1069914,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
5453,3,2,2,0,29,9,1578293,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
3459,1,1,1,0,20,2,742070,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0
4948,5,3,3,0,12,2,1491026,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
5723,3,3,3,2,0,2,1489732,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0
3359,3,3,1,1,0,6,1390060,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0
2665,1,2,3,2,46,2,1204653,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1
2879,5,2,2,1,32,3,1414255,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
5046,4,3,3,2,37,8,1918182,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2035,5,3,3,0,24,8,1334758,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5808,2,2,1,0,25,4,988228,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
2157,4,3,3,2,12,9,2013515,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1
4852,3,3,3,2,27,8,1778912,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
2470,4,2,2,1,32,1,1019574,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
3249,3,3,1,2,36,8,1332601,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0
3651,3,3,1,2,40,1,1313524,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
4130,4,3,2,1,29,4,1189976,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0
2889,3,2,3,1,48,10,994959,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0
2031,3,3,1,1,47,6,1116183,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
3216,2,2,1,2,7,7,1114296,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1
1415,5,2,3,1,48,10,1415323,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
1748,5,1,3,0,46,4,1352677,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0
5011,2,1,1,0,0,8,1040608,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
3487,4,3,3,0,11,8,1691357,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
3239,1,2,1,2,4,9,1105741,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0
735,1,1,3,0,23,6,796568,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
4992,1,3,3,2,5,4,1218406,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0
1295,2,1,2,2,24,2,898355,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
3946,2,1,3,0,0,7,618318,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
1251,3,2,2,1,24,10,1215636,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2087,1,2,3,2,0,3,1043097,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2331,4,1,1,0,31,3,854458,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
4146,4,1,1,2,41,3,1244724,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
2827,1,2,3,1,41,4,1151479,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1968,1,3,3,1,2,2,558895,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0
4400,1,2,1,0,48,5,739295,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1
5452,2,1,3,2,18,3,698753,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
3138,2,3,2,2,42,10,1387548,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0
3898,2,1,2,2,28,5,1210804,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
5787,5,3,2,2,49,7,1271338,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
5936,4,1,2,0,1,9,1753385,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1
5687,4,3,2,1,8,2,1622122,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
4313,3,3,3,0,16,9,1417426,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0
1466,2,1,3,2,45,10,1310266,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0
4780,5,3,2,2,35,6,1484958,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
2844,5,2,3,1,16,6,1522264,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0
4507,4,1,3,2,48,3,1163501,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
3773,2,2,2,0,11,10,1350036,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0
4369,3,1,3,0,19,9,1303491,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0
2946,2,3,3,1,49,4,1142170,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1153,1,3,3,0,2,5,991330,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0
2482,2,3,2,0,42,3,1131985,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0
3174,1,1,3,0,49,5,918651,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0
3296,1,2,1,0,3,8,983898,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0
4585,3,2,1,2,16,8,1437240,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
1175,4,1,2,0,49,8,855711,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2025,2,1,1,1,36,6,1060506,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0
3469,1,2,2,1,45,1,1041679,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
817,2,2,1,0,41,10,944102,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
514,4,2,1,1,14,6,888174,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
1016,4,2,1,0,32,10,961211,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4374,5,1,2,1,15,7,1862366,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0
3667,4,1,2,1,10,9,1308970,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
1225,3,3,3,0,19,8,1412708,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1916,1,2,2,0,37,8,765642,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
3546,5,3,1,2,23,7,1297288,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1
812,3,1,1,0,15,2,659680,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1128,2,1,2,0,29,1,710795,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3748,1,3,2,2,33,2,1055608,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3208,4,2,2,0,0,6,1676570,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
1075,1,2,3,0,23,2,936928,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
3865,2,2,1,2,23,10,1544740,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0
2904,5,2,3,0,8,4,1612901,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
3367,5,3,3,0,21,10,1418637,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3186,5,3,1,2,11,3,1763066,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1
1522,4,1,1,2,16,6,970887,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0
4479,3,2,2,1,24,8,1397320,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1971,3,2,2,0,27,6,1081557,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1
5473,1,2,3,1,14,2,1478786,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
5504,4,3,2,1,29,5,1732679,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1
2543,5,2,2,2,26,6,1402306,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
2087,5,3,1,0,21,9,1454616,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4532,2,2,1,0,9,6,1105109,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1
4251,2,2,2,2,30,10,1569572,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0
